Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
3427,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 81,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3427.jpg
23414,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Villenstraße 9,Villa Quisisana,"Villa ?Quisisana?; 1891; zweigeschossiger Putzbau mit seitlich angeordnetem dreigeschossigen Turm, flache schiefergedeckte Walmdächer mit weitem Überstand, reiche Fassadengliederung, Erker und Loggien, historistische Formensprache mit Elementen der italienischen Neurenaissance, Einfriedung","Geschichtlich, Städtebaulich","Villa 'Quisisana', Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23414.jpg
36236,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Villenstraße 10,Villa,"Villa; 1892, Architekt Carl Elvers; zweigeschossiger Putzbau in spätklassizistischer Formensprache; mit straßenseitiger Einfriedung und Freitreppenanlage auf dem rückwärtigem Grundstück","Geschichtlich, Städtebaulich","Villa, Einfriedung, Freitreppenanlage",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36236.jpg
2904,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Wallstraße 10,Wohnhaus,"Wohnhaus; Ende 18. Jh.; zweigeschossiger Backsteinbau mit Mansarddach, sparsame Putzgliederung, rustizierte Ecken, straßenseitig flach übergiebelter Mittelrisalit, gartenseitig hausbreite, eingezogene Erdgeschoss-Loggia mit gemauerten und verputzten dorischen Säulen.","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2904.jpg
36013,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Wasserkrüger Weg 14,ehem. Turnhalle,"ehem. Turnhalle; 1904/05; ursprünglich eingeschossiger, seit Umbau von 1948 ein zweigeschossiger giebelständiger Mauerwerksbau in neogotischer Formensprache mit Kopfbau und Ecktürmchen","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36013.jpg
3428,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Ziegenmarkt 2,Wohnhaus,"Wohnhaus; im Kern 17. Jh., Sanierung 1978/79; eingeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach, Eckhaus; Vorgarten mit Einfriedung","Geschichtlich, Städtebaulich","Wohnhaus, Vorgarten, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3428.jpg
3429,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Ziegenmarkt 3,Wohnhaus,"Wohnhaus, 17. Jh.; eingeschossiger Fachwerkbau mit Satteldach in Giebelstellung, Front mit Backsteinsockel, vorkragendem Giebel und inschriftgezierter Schwelle, zweigeschossiger Rückflügel in Fachwerk mit Satteldach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3429.jpg
20764,Gründenkmal,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Am Markt,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich","Kirchhof, Grabmale bis 1870, Böschungsmauern mit Treppen und Geländern, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20764.jpg
22827,Gründenkmal,Kreis Hzgt. Lauenburg,"Mölln, Stadt",An der Wallpforte,Kurpark,"Kurpark, 1966 von Gustav Lüttge (1909-1968) entworfen, rd. 4 ha groß im Stil der Nachkriegsmoderne; mit Wallgraben, Rest der ehe. Befestigungsanlage; nur die ersten beiden Bauabschnitte: der Japangarten mit Teich, Wasserterrasse, großem Wasserbecken mit Wandkaskade sowie südlicher Promenade mit Staudenbeeten und Gartenhöfen im Niederungsbereich des Wallgrabens; westl. und südl. Eingangstore aus seitlichen Klinkerwänden mit holzverschalten Dach und Kassenhäuschen sowie Mühlensteinbrunnen nach Entwurf von Wilhelm Henze (1929-1990), die Eisentore von Karl-Heinz Goedtke (1915-1995) geschmiedet ebenso wie die Masken an der Wandkaskade","Geschichtlich, Künstlerisch, Städtebaulich","Kurpark, Japanischer Garten, Wasserbecken im Japanischen Garten, Pergola am Japanischen Garten, Mühlensteinbrunnen mit Quellbecken, Eingangstor (östlicher Eingang), Eingangstor (westlicher Eingang), Wasserbecken am westlichen Eingang, Wandkaskade mit Masken, Promenade, Rhododendron- und Azaleengarten entlang der Promenade, Wallgraben",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22827.jpg
23497,Bauliche Anlage,Kreis Hzgt. Lauenburg,Müssen,Bergstraße 9,Wohnhaus,Wohnhaus; Ende 19./Anfang 20. Jh.; eingeschossiger Putzbau mit Kurzwalmdach und zweigeschossigem Fachwerkrisalit mit reichem Zierfachwerk,"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23497.jpg
23202,Bauliche Anlage,Kreis Hzgt. Lauenburg,Müssen,Bergstraße 21,Wohn- und Wirtschaftsgebäude,"Backsteinhallenhaus; Ende 19. Jh.; Kurzwalmdach mit Pfannendeckung, Wohngiebel mit aufwendiger Backsteingliederung, Wirtschaftsgiebel mit Dieleneinfahrt; Baumreihe","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Baumreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23202.jpg
31023,Bauliche Anlage,Kreis Hzgt. Lauenburg,Müssen,Dorfstraße 24,Katharinen-Kapelle,"Katharinen-Kapelle; 1963, Architekt Gert Johannsen, dritter Preis Kapellenbauprogram 1961; backsteinsichtige Saalkirche/Kapelle auf Fünfeck-Grundriss mit überhöhtem Glockenturm und nordwestlich anschließender Sakristei; Einfriedung.","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Katharinen-Kapelle, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/31023.jpg
40578,Sachgesamtheit,Kreis Hzgt. Lauenburg,Mustin,Dorfstraße,Kirche St. Maria Magdalena,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Maria Magdalena mit Ausstattung, Kirchhof, Grabmale bis 1870, Lindenkranz, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40578.jpg
3434,Bauliche Anlage,Kreis Hzgt. Lauenburg,Mustin,Dorfstraße,Kirche St. Maria Magdalena mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3434.jpg
20748,Gründenkmal,Kreis Hzgt. Lauenburg,Mustin,Dorfstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Lindenkranz, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20748.jpg
40579,Sachgesamtheit,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Dorfstraße,Kirche St. Anna,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Anna mit Ausstattung, Kirchhof, Feldsteinböschungsmauern",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40579.jpg
3486,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Dorfstraße,Kirche St. Anna mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3486.jpg
917,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/917.jpg
6934,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Gärtnerhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8506,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Schafstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8506.jpg
8883,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Trockenmauer mit Torpfeilern,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8884,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Pflasterung ( Zuwegung zum Herrenhaus),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
29672,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Burggraben (nördlicher Arm),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29672.jpg
9400,Bauliche Anlage,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Woltersdorfer Weg 2,Pastorat,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
20773,Gründenkmal,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Dorfstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Feldsteinböschungsmauern",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20773.jpg
8011,Gründenkmal,Kreis Hzgt. Lauenburg,Niendorf/Stecknitz,Gut Niendorf,Landschaftsgarten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Landschaftsgarten, Linden an der ehem. Kegelbahn, Spiegelteich, Teich",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8011.jpg
40580,Sachgesamtheit,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße,Kirche Nusse,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Granitböschungsmauer, Lindenkranz, Ehrenmal",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40580.jpg
32915,Sachgesamtheit,Kreis Hzgt. Lauenburg,Nusse,"Kirchstraße 6b, 8, Lindenweg 3a, 3",Pfarrhof Nusse,Aktualisierung vorgesehen,"Geschichtlich, Kulturlandschaftlich, Städtebaulich","Pastorat, Pastoratsgarten, Kastanienhecke, Weißbuchen-Laubengang (Kirchstraße 8); ehem. Küster- und Schulhaus (Kirchstraße 6 b), Pfarrscheune (Lindenweg 3), Predigerwitwenhaus (Lindenweg 3 a)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/32915.jpg
2058,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Hauptstraße 1 a,Fachhallenkate,"Fachhallenkate; 1823; Zweiständer-Fachwerkbau mit reetgedecktem Halbwalmdach, Raum- und Ständerstruktur im Innern weitgehend erhalten","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2058.jpg
6909,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße 6 b,ehem. Küster- und Schulhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6909.jpg
6906,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße 8,Pastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6906.jpg
13862,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße 16,Alte Apotheke,"Alte Apotheke; um 1868; in Gartengrundstück frei stehender, zweigeschossiger Backsteinbau mit Satteldach, schlichte dreiachsige Gliederung mit Mitteleingang, frühklassizistische Haustür mit Oberlicht, scheitrechte Stürze. Nebengebäude Backstein 19. Jh.","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich","Alte Apotheke, Nebengebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13862.jpg
3496,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3496.jpg
26532,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße,Ehrenmal,Alteintragung (Aktualisierung vorgesehen),Geschichtlich,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26532.jpg
6907,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Lindenweg 3,Pfarrscheune,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
6908,Bauliche Anlage,Kreis Hzgt. Lauenburg,Nusse,Lindenweg 3 a,Predigerwitwenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6908.jpg
11328,Gründenkmal,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße 8,Pastoratsgarten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Pastoratsgarten, Kastanienhecke, Weißbuchen-Laubengang",
11325,Gründenkmal,Kreis Hzgt. Lauenburg,Nusse,Kirchstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Granitböschungsmauer, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/11325.jpg
35260,Sachgesamtheit,Kreis Hzgt. Lauenburg,Panten,"Hauptstraße 18, Hauptstraße, Twiete",ehem. Vogtei Mannhagen,"ehem. Vogtei Mannhagen; 1. Hälfte 19. Jh. und Anf. 20. Jh.; Hofanlage aus Haupthaus, Einfriedung mit Pfeiler, Dreiständerscheune und Stallscheune","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Haupthaus mit Einfriedung und Pfeiler (Hauptstraße 18), Stallscheune (Hauptstraße), Dreiständerscheune (Twiete)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35260.jpg
2263,Bauliche Anlage,Kreis Hzgt. Lauenburg,Panten,Alt Möllner Straße 16,ehem. Armenkate,"ehem. Armenkate; 19. Jh.; Doppelkate, Wandständerbau, rechteckiger Grundriss, Feldsteinsockel, Eichenfachwerk mit Backsteinausfachungen, reetgedecktes Walmdach","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2263.jpg
13885,Bauliche Anlage,Kreis Hzgt. Lauenburg,Panten,Hauptstraße 18,Haupthaus,"Haupthaus; 1833; ehem. Vogtei Mannhagen, geschlämmter eingeschossiger Backsteinbau mit Halbwalmdach, Hofseite backsteinsichtig mit Mittelrisalit und Zwerchhaus","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Haupthaus, Einfriedung mit Pfeiler",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13885.jpg
6520,Bauliche Anlage,Kreis Hzgt. Lauenburg,Panten,Schmiedestraße 12,Fachhallenkate,"Fachhallenkate; Innengefüge 1725 (d); eingeschossiger Fachwerkbau mit älteren, zweitverwendeten Hölzern um 1560 (d), Durchgangsdielenkonstruktion, Lehmausfachungen, giebelständig, reetgedecktes Walmdach.","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
13886,Bauliche Anlage,Kreis Hzgt. Lauenburg,Panten,Twiete,Dreiständerscheune,"Dreiständerscheune; 19. Jh.; Durchfahrtsscheune auf Feldsteinfundament; Fachwerk mit Backsteinausfachungen, Halbwalmdach mit Welleternitdeckung","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13886.jpg
5267,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße 8,Hofanlage: Altenteilerhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
6362,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße 8,Hofanlage: Kleinviehstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
5266,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße 10,Hofanlage: Haupthaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
5268,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße 10,Hofanlage: Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
5269,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße 10,Hofanlage: Backhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
50117,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Alte Salzstraße,Alte Salzstraße (gepflastertes Teilstück),"Alte Salzstraße (gepflastertes Teilstück); Anlage auf Anfang 18. Jh. zurückgehend; örtliches Teilstück der ?via regia?, dem wichtigsten befestigten Heer- und Handelsweg in Nord-Süd-Richtung, zwischen Lüneburg und Lübeck im 12.-16. Jh. bedeutend für den Salztransport, Natursteinpflasterung wohl 19. Jh.","Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50117.jpg
27274,Bauliche Anlage,Kreis Hzgt. Lauenburg,Pogeez,Hauptstraße 28,ehem. Tankstelle,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27274.jpg
36795,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt",Am Steindamm,Friedhöfe Am Steindamm,"Friedhöfe am Steindamm; ab 1788; parkartige Anlage, bestehend aus zwei Friedhofsbereichen, mit klassizistischer Gruftreihe, historischen Grabanlagen und vierreihiger Lindenallee","Geschichtlich, Städtebaulich","Friedhöfe am Steindamm, Gruftreihe, historische Grabanlagen, vierreihige Lindenallee",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36795.jpg
40581,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt",Barlachplatz 7,Stadtkirche Ratzeburg,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Petri (Stadtkirche) mit Ausstattung, Kirchhof",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40581.jpg
37186,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt",Domhof 3-9,A.-Paul-Weber-Haus,"A.-Paul-Weber-Haus; Mitte 17. Jh.; Ensemble bestehend aus einem Mitte des 17. Jahrhunderts errichteten Wohnhaus, dem heutigen A.-Paul-Weber-Haus, und der umgebenden Gartenfläche","Geschichtlich, Städtebaulich","A.-Paul-Weber-Haus, Garten",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/37186.jpg
46567,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt","Domhof 11-13, 11-12, 12, 13",Domprobstei Ratzeburg,"Domprobstei; 1764-66; erbaut als Residenz der Herzöge von Mecklenburg-Strelitz, barocke Anlage bestehend aus Herrenhaus, zwei Nebengebäuden, Ehrenhof mit Einfriedung sowie zwei Linden","Geschichtlich, Städtebaulich","Herrenhaus (Domhof 11-12), nördliches Nebengebäude (Domhof 13), südliches Nebengebäude (Domhof 12); Einfriedung, Ehrenhof, zwei Linden (Domhof 11-13)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46567.jpg
36823,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt","Dorotheenhof 1, 1",Dorotheenhof,"Dorotheenhof; ab 1902, Maurermeister Herrmann Rautenberg; historische Gutsanlage bestehend aus dem Haupthaus, zwei Scheunen, einem Pferdestall und einer zum Haupthaus führenden Lindenallee","Geschichtlich, Kulturlandschaftlich","Haupthaus, Scheune, Scheune, Pferdestall, Allee zum Haupthaus",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36823.jpg
35293,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt",Mechower Straße 79,ehem. Gärtnerei Georg Picker,"ehem. Gärtnerei Georg Picker; 1920-22, Architektengemeinschaft Carl Arp und Fritz Basedow; hofartige dreigliedrige Anlage mit Wohnhaus, Stall- und Wirtschaftsgebäude, Blumen- und Obstgarten","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohnhaus Gärtnerei Picker, Stallgebäude, Wirtschaftsgebäude, Blumengarten, Obstgarten",
30045,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt","Neuvorwerk 1, 3, 5, Neuvorwerk",Domäne Neuvorwerk,"Domäne Neuvorwerk; 19. Jh.; Anlage aus Pächterhaus, Meierei und Stallscheune sowie Zufahrtsallee, Park und Hofpflasterung, kulturlandschaftsprägend und silhouettenbildend für Ratzeburg","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Pächterwohnhaus, Park des Pächterhauses mit zwei ehem. Fischteichen(Neuvorwerk 1); Alte Meierei (Neuvorwerk 3); ehem. Stallgebäude mit Hofpflasterung (Neuvorwerk 5); einreihige Zufahrtsallee mit Weißdornhecke",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30045.jpg
36828,Sachgesamtheit,Kreis Hzgt. Lauenburg,"Ratzeburg, Stadt","Seedorfer Straße 7, Seedorfer Straße",Friedhof Seedorfer Straße,"Friedhof Seedorfer Straße; 1860; bestehend aus dem Friedhofsgelände, der Friedhofskapelle, der Grabstätte Familie Barlach, dem Mausoleum 'Memento Mori' und dem Mausoleum Spehr","Geschichtlich, Künstlerisch, Städtebaulich","Friedhof Seedorfer Straße, Grabstätte Familie Barlach, Mausoleum 'Memento Mori', Mausoleum Spehr (Seedorfer Straße); Friedhofskapelle (Seedorfer Straße 7)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36828.jpg
